run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time,capacity_n_nodes,capacity_n_edges,capacity_n_context,capacity_z_dim,capacity_p,capacity_d_rel,capacity_comparison_branch_common_d_rel_min,capacity_comparison_branch_common_d_rel_mean,capacity_support_fraction,capacity_support_min,capacity_support_mean,capacity_support_max,capacity_oracle_test_accuracy,capacity_oracle_test_margin_mean,capacity_oracle_test_margin_p10,capacity_oracle_test_margin_finite_fraction,capacity_linear_test_accuracy,capacity_linear_test_margin_mean,capacity_linear_test_margin_p10,capacity_linear_test_margin_finite_fraction,capacity_linear_weight_norm
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed3,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed3,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,edge_block,1,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.78994204712404,2.329600979417929,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,73.02,74.0,73.5,73.5,66.6,3.0,76.0,75.2,14.293249130249023,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed4,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed4,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,edge_block,1,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.78994204712404,2.329600979417929,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,54.6,55.8,52.0,52.5,50.0,4.0,49.4,50.2,15.60513186454773,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed5,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1_trainseed5,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0080_edge_block_c200_seed1,edge_block,1,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.78994204712404,2.329600979417929,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,75.48,77.7,75.5,75.5,69.0,3.5,74.8,73.6,15.637798070907593,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed1,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed1,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,edge_block,9,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,165.22425749789053,4.129779734249891,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,91.22,90.4,86.0,92.0,71.6,6.5,89.6,87.2,15.849460363388062,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed2,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed2,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,edge_block,9,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,165.22425749789053,4.129779734249891,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,72.7,67.8,79.0,79.0,60.05,4.0,70.8,71.8,15.502121210098267,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed3,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed3,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,edge_block,9,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,165.22425749789053,4.129779734249891,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,74.68,73.9,72.0,76.0,65.95,1.5,72.6,76.4,15.487171173095703,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed4,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed4,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,edge_block,9,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,165.22425749789053,4.129779734249891,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,93.22,90.9,92.5,92.5,81.85,4.5,92.4,88.8,15.471982955932617,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed5,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9_trainseed5,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0088_edge_block_c200_seed9,edge_block,9,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,165.22425749789053,4.129779734249891,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,57.18,59.3,57.0,57.5,52.25,1.5,56.0,50.4,15.186084032058716,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed1,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed1,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,edge_block,12,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,159.9385816414849,3.337577447538504,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,63.26,61.8,58.0,62.5,53.8,4.0,60.0,59.8,15.404613971710205,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed2,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed2,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,edge_block,12,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,159.9385816414849,3.337577447538504,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,67.98,69.2,67.5,67.5,58.6,3.0,68.6,65.0,15.282814502716064,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed3,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed3,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,edge_block,12,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,159.9385816414849,3.337577447538504,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,62.46,60.4,60.5,61.0,53.05,2.0,59.6,55.6,15.245681762695312,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed4,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed4,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,edge_block,12,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,159.9385816414849,3.337577447538504,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,88.42,89.1,86.5,86.5,74.75,4.0,88.0,84.2,15.093881130218506,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed5,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12_trainseed5,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0091_edge_block_c200_seed12,edge_block,12,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,159.9385816414849,3.337577447538504,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,85.0,81.4,84.0,84.0,69.85,4.5,85.2,82.6,15.129837989807129,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed1,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed1,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,edge_block,18,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,187.1974848396474,1.8008195922866994,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,76.86,74.8,78.0,78.0,63.25,3.5,75.8,74.6,14.771714448928833,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed2,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed2,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,edge_block,18,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,187.1974848396474,1.8008195922866994,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,84.5,82.1,84.0,84.0,71.75,3.0,80.2,86.2,14.489291667938232,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed3,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed3,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,edge_block,18,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,187.1974848396474,1.8008195922866994,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,86.02,83.6,81.0,84.0,73.55,3.5,84.2,79.8,14.672504425048828,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed4,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed4,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,edge_block,18,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,187.1974848396474,1.8008195922866994,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,78.58,76.1,76.5,76.5,63.8,5.0,76.4,75.4,14.546047925949097,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed5,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18_trainseed5,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0097_edge_block_c200_seed18,edge_block,18,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,187.1974848396474,1.8008195922866994,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,71.38,74.0,70.5,75.5,62.05,3.5,70.4,69.4,14.459821462631226,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed1,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed1,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,edge_block,39,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.68006399749476,3.3674268370948246,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,72.64,68.7,72.5,74.5,66.45,4.5,72.2,70.2,14.453559875488281,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed2,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed2,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,edge_block,39,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.68006399749476,3.3674268370948246,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,80.7,83.0,73.0,75.0,66.75,2.0,80.2,79.8,14.305590629577637,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed3,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed3,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,edge_block,39,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.68006399749476,3.3674268370948246,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,76.88,75.9,77.0,77.0,68.9,3.0,74.6,71.2,14.236899852752686,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed4,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed4,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,edge_block,39,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.68006399749476,3.3674268370948246,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,80.14,81.0,75.5,79.0,66.3,4.0,75.4,73.4,14.480224847793579,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed5,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39_trainseed5,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0118_edge_block_c200_seed39,edge_block,39,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,179.68006399749476,3.3674268370948246,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,75.1,76.4,76.5,76.5,66.45,3.5,74.0,74.4,14.89162564277649,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_hub_spoke_seed63_c200/hub_spoke_n6_m20_seed63__mask0128_edge_block_c200_seed49_trainseed1,hub_spoke_n6_m20_seed63__mask0128_edge_block_c200_seed49_trainseed1,hub_spoke_n6_m20_seed63__mask0128_edge_block_c200_seed49,hub_spoke_n6_m20_seed63,hub_spoke_n6_m20_seed63__mask0128_edge_block_c200_seed49,edge_block,49,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.12063675515951,4.7216862739375145,161.0085833163561,4.938693668380961,0.5465631319516218,0.25816993464052285,0.013813725490196074,0.21701960784313723,0.0,1.3333333333333333,85.22,82.0,84.0,84.0,71.25,5.0,84.0,82.4,14.710036516189575,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
