idx,selected,topology_id,topology_name,family,seed,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log
268,0,g0268_hub_spoke_seed77,hub_spoke,hub_spoke,77,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0268_hub_spoke_seed77.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.405312268969562,5.458141445627189,0.7370447860534481,0.3466666666666667,0.2055555555555557,0.0,1.4,0.5000000000000001,0.4249182927993988,60,1.7781512503836436
269,0,g0269_hub_spoke_seed78,hub_spoke,hub_spoke,78,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0269_hub_spoke_seed78.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.253943317815391,4.579332124670253,0.6608021426936359,0.22399999999999998,0.22666666666666657,0.0,1.4,0.4249182927993988,0.4249182927993988,50,1.6989700043360187
270,0,g0270_hub_spoke_seed79,hub_spoke,hub_spoke,79,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0270_hub_spoke_seed79.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.458457371357412,3.7060501800161068,0.5689112953813025,0.17454545454545456,0.22196969696969715,0.0,1.4,0.3333333333333334,0.4249182927993988,55,1.7403626894942439
271,0,g0271_hub_spoke_seed80,hub_spoke,hub_spoke,80,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0271_hub_spoke_seed80.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.406265005137449,4.321371910583906,0.6356216446411892,0.32000000000000006,0.20833333333333348,0.0,1.4,0.4249182927993988,0.4249182927993988,60,1.7781512503836436
272,0,g0272_hub_spoke_seed81,hub_spoke,hub_spoke,81,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0272_hub_spoke_seed81.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.2694714174094,4.7057918034925645,0.6726327089440232,0.20799999999999996,0.22666666666666657,0.0,1.4,0.3333333333333334,0.4249182927993988,50,1.6989700043360187
273,0,g0273_hub_spoke_seed82,hub_spoke,hub_spoke,82,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0273_hub_spoke_seed82.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.149970512291091,3.294124166052372,0.5177399650872498,0.09777777777777774,0.2388888888888896,0.0,1.4,0.4249182927993988,0.4249182927993988,45,1.6532125137753437
274,0,g0274_hub_spoke_seed83,hub_spoke,hub_spoke,83,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0274_hub_spoke_seed83.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.152793036212264,6.2355192073056465,0.7948726213237447,0.31000000000000005,0.2708333333333335,0.0,1.4,0.4249182927993988,0.5651941652604391,40,1.6020599913279625
275,0,g0275_hub_spoke_seed84,hub_spoke,hub_spoke,84,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0275_hub_spoke_seed84.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.253943317815391,4.579332124670255,0.6608021426936362,0.22399999999999998,0.22666666666666657,0.0,1.4,0.4249182927993988,0.4249182927993988,50,1.6989700043360187
276,0,g0276_hub_spoke_seed85,hub_spoke,hub_spoke,85,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0276_hub_spoke_seed85.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.458457371357415,3.7060501800161085,0.5689112953813026,0.17454545454545456,0.22196969696969715,0.0,1.4,0.3333333333333334,0.4249182927993988,55,1.7403626894942439
277,0,g0277_hub_spoke_seed86,hub_spoke,hub_spoke,86,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0277_hub_spoke_seed86.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.405312268969565,5.458141445627184,0.7370447860534478,0.3466666666666667,0.2055555555555557,0.0,1.4,0.5000000000000001,0.4249182927993988,60,1.7781512503836436
278,0,g0278_hub_spoke_seed87,hub_spoke,hub_spoke,87,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0278_hub_spoke_seed87.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.149970512291091,3.2941241660523706,0.5177399650872497,0.09777777777777774,0.2388888888888896,0.0,1.4,0.4249182927993988,0.4249182927993988,45,1.6532125137753437
279,0,g0279_hub_spoke_seed88,hub_spoke,hub_spoke,88,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0279_hub_spoke_seed88.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.253943317815391,4.579332124670258,0.6608021426936365,0.22399999999999998,0.22666666666666657,0.0,1.4,0.4249182927993988,0.4249182927993988,50,1.6989700043360187
280,0,g0280_hub_spoke_seed89,hub_spoke,hub_spoke,89,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0280_hub_spoke_seed89.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.47898166368402,4.919919823361959,0.6919580254187427,0.29333333333333345,0.21388888888888902,0.0,1.4,0.4249182927993988,0.4249182927993988,60,1.7781512503836436
281,0,g0281_hub_spoke_seed90,hub_spoke,hub_spoke,90,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0281_hub_spoke_seed90.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.051650727499297,4.164749596964098,0.6195888948362274,0.28,0.2583333333333335,0.0,1.4,0.4249182927993988,0.5000000000000001,40,1.6020599913279625
282,0,g0282_hub_spoke_seed91,hub_spoke,hub_spoke,91,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0282_hub_spoke_seed91.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.33654218317834,4.713261635314996,0.6733215483146492,0.19999999999999996,0.17986111111111125,0.0,1.4,0.4249182927993988,0.3333333333333334,60,1.7781512503836436
283,0,g0283_hub_spoke_seed92,hub_spoke,hub_spoke,92,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0283_hub_spoke_seed92.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.458457371357415,3.7060501800161085,0.5689112953813026,0.17454545454545456,0.22196969696969715,0.0,1.4,0.3333333333333334,0.4249182927993988,55,1.7403626894942439
284,0,g0284_hub_spoke_seed93,hub_spoke,hub_spoke,93,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0284_hub_spoke_seed93.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.149970512291091,3.294124166052372,0.5177399650872498,0.09777777777777774,0.2388888888888896,0.0,1.4,0.4249182927993988,0.4249182927993988,45,1.6532125137753437
285,0,g0285_hub_spoke_seed94,hub_spoke,hub_spoke,94,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0285_hub_spoke_seed94.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.253943317815391,4.579332124670256,0.6608021426936362,0.22399999999999998,0.22666666666666657,0.0,1.4,0.4249182927993988,0.4249182927993988,50,1.6989700043360187
286,0,g0286_hub_spoke_seed95,hub_spoke,hub_spoke,95,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0286_hub_spoke_seed95.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.152793036212264,6.23551920730565,0.7948726213237449,0.31000000000000005,0.2708333333333335,0.0,1.4,0.4249182927993988,0.5651941652604391,40,1.6020599913279625
287,0,g0287_hub_spoke_seed96,hub_spoke,hub_spoke,96,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0287_hub_spoke_seed96.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.149970512291091,3.2941241660523723,0.51773996508725,0.09777777777777774,0.2388888888888896,0.0,1.4,0.4249182927993988,0.4249182927993988,45,1.6532125137753437
288,0,g0288_two_module_seed1,two_module,two_module,1,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0288_two_module_seed1.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.268519729775516,4.880144309282945,0.6884326645843957,0.37142857142857144,0.16517857142857162,0.0,1.5,0.2041241452319315,0.33333333333333337,56,1.7481880270062005
289,1,g0289_two_module_seed2,two_module,two_module,2,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0289_two_module_seed2.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.810778149503936,5.642794690155266,0.7514942490021455,0.3627906976744186,0.22577519379844957,0.0,1.5,0.2041241452319315,0.4249182927993988,43,1.6334684555795866
290,0,g0290_two_module_seed3,two_module,two_module,3,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0290_two_module_seed3.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.27727317355449,4.432085873679875,0.6466081664550325,0.11111111111111116,0.19212962962962976,0.0,1.4,0.2041241452319315,0.33333333333333337,54,1.7323937598229686
291,0,g0291_two_module_seed4,two_module,two_module,4,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0291_two_module_seed4.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.141026587055626,4.257470606982598,0.6291516583329759,0.0,0.12121212121212155,0.0,1.4,0.2041241452319315,0.2041241452319315,55,1.7403626894942439
292,0,g0292_two_module_seed5,two_module,two_module,5,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0292_two_module_seed5.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.35424318651313,5.218526812021728,0.7175479191500502,0.29841269841269846,0.13624338624338628,0.0,1.5,0.33333333333333337,0.2041241452319315,63,1.7993405494535817
293,0,g0293_two_module_seed6,two_module,two_module,6,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0293_two_module_seed6.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.928310292217596,5.294314875143085,0.7238097670504342,0.3913043478260869,0.22101449275362306,0.0,1.5,0.2041241452319315,0.4249182927993988,46,1.662757831681574
294,0,g0294_two_module_seed7,two_module,two_module,7,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0294_two_module_seed7.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.448531470442726,3.8955823383933033,0.5905723881823397,0.15686274509803932,0.22957516339869288,0.0,1.45,0.2041241452319315,0.33333333333333337,51,1.7075701760979363
295,1,g0295_two_module_seed9,two_module,two_module,9,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0295_two_module_seed9.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.774488657482724,5.448141446093253,0.7362483743196256,0.3090909090909091,0.22253787878787845,0.0,1.5,0.2041241452319315,0.4249182927993988,44,1.6434526764861874
296,0,g0296_two_module_seed10,two_module,two_module,10,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0296_two_module_seed10.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.277273173554487,4.432085873679877,0.6466081664550327,0.11111111111111116,0.19212962962962976,0.0,1.4,0.2041241452319315,0.33333333333333337,54,1.7323937598229686
297,0,g0297_two_module_seed11,two_module,two_module,11,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0297_two_module_seed11.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.444557233481797,3.8905046201235303,0.5900059353929987,0.10158730158730167,0.14153439153439185,0.0,1.4,0.2041241452319315,0.2041241452319315,63,1.7993405494535817
298,0,g0298_two_module_seed12,two_module,two_module,12,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0298_two_module_seed12.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.774488657482728,5.448141446093251,0.7362483743196255,0.3090909090909091,0.22253787878787845,0.0,1.5,0.2041241452319315,0.4249182927993988,44,1.6434526764861874
299,0,g0299_two_module_seed13,two_module,two_module,13,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0299_two_module_seed13.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.30451072087653,5.959900238809211,0.7752389902608279,0.2866666666666666,0.14722222222222214,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
300,0,g0300_two_module_seed14,two_module,two_module,14,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0300_two_module_seed14.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.369884813293096,4.693391014871342,0.6714867375764297,0.14666666666666672,0.15138888888888902,0.0,1.45,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
301,0,g0301_two_module_seed16,two_module,two_module,16,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0301_two_module_seed16.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.448531470442726,3.895582338393303,0.5905723881823397,0.15686274509803932,0.22957516339869288,0.0,1.45,0.2041241452319315,0.33333333333333337,51,1.7075701760979363
302,0,g0302_two_module_seed17,two_module,two_module,17,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0302_two_module_seed17.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,7.897750877359849,3.4454650625260403,0.5372478504692297,0.0,0.20833333333333348,0.0,1.5,0.33333333333333337,0.33333333333333337,40,1.6020599913279625
303,0,g0303_two_module_seed18,two_module,two_module,18,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0303_two_module_seed18.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.304510720876534,5.959900238809212,0.775238990260828,0.2866666666666666,0.14722222222222214,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
304,0,g0304_two_module_seed19,two_module,two_module,19,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0304_two_module_seed19.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.810778149503936,5.6427946901552675,0.7514942490021456,0.3627906976744186,0.22577519379844957,0.0,1.5,0.2041241452319315,0.4249182927993988,43,1.6334684555795866
305,0,g0305_two_module_seed20,two_module,two_module,20,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0305_two_module_seed20.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.05422116492681,4.875683576437807,0.688035512888489,0.1523809523809525,0.26190476190476186,0.0,1.45,0.2041241452319315,0.4249182927993988,42,1.6232492903979006
306,0,g0306_two_module_seed21,two_module,two_module,21,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0306_two_module_seed21.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.369884813293092,4.6933910148713425,0.6714867375764298,0.14666666666666672,0.15138888888888902,0.0,1.45,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
307,0,g0307_two_module_seed22,two_module,two_module,22,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0307_two_module_seed22.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.928310292217592,5.294314875143084,0.7238097670504341,0.3913043478260869,0.22101449275362306,0.0,1.5,0.2041241452319315,0.4249182927993988,46,1.662757831681574
308,0,g0308_two_module_seed23,two_module,two_module,23,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0308_two_module_seed23.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.134486930483753,4.938121261546547,0.6935617503536945,0.3384615384615386,0.1706730769230771,0.0,1.5,0.2041241452319315,0.33333333333333337,52,1.7160033436347992
309,0,g0309_two_module_seed24,two_module,two_module,24,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0309_two_module_seed24.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.144408696789036,3.24332745051435,0.5109907978164779,0.10000000000000009,0.21969696969696972,0.0,1.5,0.33333333333333337,0.33333333333333337,44,1.6434526764861874
310,0,g0310_two_module_seed25,two_module,two_module,25,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0310_two_module_seed25.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.054221164926814,4.875683576437808,0.6880355128884891,0.1523809523809525,0.26190476190476186,0.0,1.45,0.2041241452319315,0.4249182927993988,42,1.6232492903979006
311,0,g0311_two_module_seed26,two_module,two_module,26,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0311_two_module_seed26.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.27727317355449,4.432085873679881,0.6466081664550332,0.11111111111111116,0.19212962962962976,0.0,1.4,0.2041241452319315,0.33333333333333337,54,1.7323937598229686
312,0,g0312_two_module_seed27,two_module,two_module,27,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0312_two_module_seed27.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.134486930483753,4.93812126154655,0.6935617503536947,0.3384615384615386,0.1706730769230771,0.0,1.5,0.2041241452319315,0.33333333333333337,52,1.7160033436347992
313,0,g0313_two_module_seed28,two_module,two_module,28,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0313_two_module_seed28.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,7.81077814950394,5.64279469015526,0.751494249002145,0.3627906976744186,0.22577519379844957,0.0,1.5,0.2041241452319315,0.4249182927993988,43,1.6334684555795866
314,0,g0314_two_module_seed29,two_module,two_module,29,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0314_two_module_seed29.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.144408696789032,3.243327450514349,0.5109907978164777,0.10000000000000009,0.21969696969696972,0.0,1.5,0.33333333333333337,0.33333333333333337,44,1.6434526764861874
315,0,g0315_two_module_seed30,two_module,two_module,30,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0315_two_module_seed30.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.250568666540607,4.357576198161986,0.6392449900796663,0.1333333333333333,0.21614583333333348,0.0,1.45,0.2041241452319315,0.33333333333333337,48,1.6812412373755872
316,0,g0316_two_module_seed31,two_module,two_module,31,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0316_two_module_seed31.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.341700411933093,5.262601333905914,0.7212004714722208,0.3047619047619048,0.13690476190476186,0.0,1.5,0.4249182927993988,0.2041241452319315,63,1.7993405494535817
317,0,g0317_two_module_seed32,two_module,two_module,32,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0317_two_module_seed32.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.448531470442726,3.895582338393304,0.5905723881823397,0.15686274509803932,0.22957516339869288,0.0,1.45,0.2041241452319315,0.33333333333333337,51,1.7075701760979363
318,0,g0318_two_module_seed34,two_module,two_module,34,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0318_two_module_seed34.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.341700411933093,5.262601333905913,0.7212004714722207,0.3047619047619048,0.13690476190476186,0.0,1.5,0.4249182927993988,0.2041241452319315,63,1.7993405494535817
319,0,g0319_two_module_seed35,two_module,two_module,35,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0319_two_module_seed35.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.304510720876534,5.95990023880921,0.7752389902608279,0.2866666666666666,0.14722222222222214,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
320,0,g0320_two_module_seed36,two_module,two_module,36,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0320_two_module_seed36.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.341700411933093,5.262601333905915,0.7212004714722209,0.3047619047619048,0.13690476190476186,0.0,1.5,0.4249182927993988,0.2041241452319315,63,1.7993405494535817
321,0,g0321_two_module_seed37,two_module,two_module,37,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0321_two_module_seed37.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.250568666540607,4.357576198161988,0.6392449900796665,0.1333333333333333,0.21614583333333348,0.0,1.45,0.2041241452319315,0.33333333333333337,48,1.6812412373755872
322,0,g0322_two_module_seed38,two_module,two_module,38,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0322_two_module_seed38.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.144408696789036,3.243327450514348,0.5109907978164776,0.10000000000000009,0.21969696969696972,0.0,1.5,0.33333333333333337,0.33333333333333337,44,1.6434526764861874
323,0,g0323_two_module_seed39,two_module,two_module,39,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0323_two_module_seed39.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.134486930483744,4.93812126154655,0.6935617503536947,0.3384615384615386,0.1706730769230771,0.0,1.5,0.2041241452319315,0.33333333333333337,52,1.7160033436347992
324,0,g0324_two_module_seed41,two_module,two_module,41,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0324_two_module_seed41.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.369884813293092,4.6933910148713425,0.6714867375764298,0.14666666666666672,0.15138888888888902,0.0,1.45,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
325,0,g0325_two_module_seed43,two_module,two_module,43,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0325_two_module_seed43.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.444557233481797,3.8905046201235307,0.5900059353929987,0.10158730158730167,0.14153439153439185,0.0,1.4,0.2041241452319315,0.2041241452319315,63,1.7993405494535817
326,0,g0326_two_module_seed44,two_module,two_module,44,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0326_two_module_seed44.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.05422116492681,4.875683576437807,0.688035512888489,0.1523809523809525,0.26190476190476186,0.0,1.45,0.2041241452319315,0.4249182927993988,42,1.6232492903979006
327,0,g0327_two_module_seed46,two_module,two_module,46,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0327_two_module_seed46.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,7.897750877359849,3.4454650625260395,0.5372478504692296,0.0,0.20833333333333348,0.0,1.5,0.33333333333333337,0.33333333333333337,40,1.6020599913279625
328,0,g0328_two_module_seed48,two_module,two_module,48,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0328_two_module_seed48.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.221183525863017,6.960041878557271,0.8426118527674034,0.2333333333333334,0.1263888888888891,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
329,0,g0329_two_module_seed49,two_module,two_module,49,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0329_two_module_seed49.json,80,20,20.0,20,0.0,20,20.0,20,0.0,10,8.144408696789036,3.2433274505143492,0.5109907978164778,0.10000000000000009,0.21969696969696972,0.0,1.5,0.33333333333333337,0.33333333333333337,44,1.6434526764861874
330,0,g0330_two_module_seed50,two_module,two_module,50,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0330_two_module_seed50.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.268519729775512,4.880144309282941,0.6884326645843953,0.37142857142857144,0.16517857142857162,0.0,1.5,0.2041241452319315,0.33333333333333337,56,1.7481880270062005
331,0,g0331_two_module_seed53,two_module,two_module,53,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0331_two_module_seed53.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.221183525863017,6.960041878557266,0.8426118527674031,0.2333333333333334,0.1263888888888891,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
332,0,g0332_two_module_seed56,two_module,two_module,56,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0332_two_module_seed56.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.497578669739596,3.9277258680072795,0.5941411689911118,0.13749999999999996,0.14908854166666674,0.0,1.45,0.33333333333333337,0.2041241452319315,64,1.806179973983887
333,0,g0333_two_module_seed60,two_module,two_module,60,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0333_two_module_seed60.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.390696373916503,4.658898220909043,0.6682832228799884,0.09333333333333327,0.1493055555555558,0.0,1.4,0.33333333333333337,0.2041241452319315,60,1.7781512503836436
