idx,selected,topology_id,topology_name,family,seed,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log
32,0,g0032_cycle_chords_seed33,cycle_chords,cycle_chords,33,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0032_cycle_chords_seed33.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.638494612577869,3.7139801534641523,0.5698395786541566,0.17142857142857149,0.11130952380952408,0.0,1.4,0.2041241452319315,0.2041241452319315,70,1.845098040014257
33,0,g0033_cycle_chords_seed34,cycle_chords,cycle_chords,34,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0033_cycle_chords_seed34.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.528886949187013,5.845466503734141,0.766819176218638,0.31666666666666665,0.09895833333333348,0.0,1.5,0.5651941652604391,0.2041241452319315,72,1.8573324964312685
34,0,g0034_cycle_chords_seed35,cycle_chords,cycle_chords,35,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0034_cycle_chords_seed35.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.61885965372272,4.324639621708225,0.6359499229396894,0.2028985507246377,0.14794685990338174,0.0,1.45,0.33333333333333337,0.2041241452319315,69,1.8388490907372552
35,0,g0035_cycle_chords_seed36,cycle_chords,cycle_chords,36,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0035_cycle_chords_seed36.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.060962212079726,7.9780990399336575,0.9018994233287589,0.5034482758620691,0.18462643678160928,0.0,1.6,0.4249182927993988,0.4249182927993988,58,1.7634279935629373
36,0,g0036_cycle_chords_seed37,cycle_chords,cycle_chords,37,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0036_cycle_chords_seed37.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.69940577596132,3.7371765935120695,0.5725436201337679,0.1444444444444446,0.13657407407407418,0.0,1.4,0.2041241452319315,0.2041241452319315,72,1.8573324964312685
37,0,g0037_cycle_chords_seed38,cycle_chords,cycle_chords,38,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0037_cycle_chords_seed38.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.03318906758729,2.981567246579884,0.4744446089154403,0.10752688172043023,0.12231182795698903,0.0,1.4,0.2041241452319315,0.2041241452319315,93,1.968482948553935
38,0,g0038_cycle_chords_seed39,cycle_chords,cycle_chords,39,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0038_cycle_chords_seed39.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.718945488422815,3.625291891147775,0.5593429796273803,0.1333333333333333,0.13888888888888884,0.0,1.4,0.33333333333333337,0.2041241452319315,72,1.8573324964312685
39,0,g0039_cycle_chords_seed40,cycle_chords,cycle_chords,40,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0039_cycle_chords_seed40.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.738055577572132,3.8867640723915327,0.5895881796412586,0.18918918918918926,0.15709459459459496,0.0,1.4,0.2041241452319315,0.33333333333333337,74,1.8692317197309762
40,1,g0040_cycle_chords_seed41,cycle_chords,cycle_chords,41,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0040_cycle_chords_seed41.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.476975909374493,9.37433516658637,0.971940477069489,0.5076923076923077,0.08012820512820507,0.0,1.6,0.5651941652604391,0.33333333333333337,78,1.8920946026904804
41,0,g0041_cycle_chords_seed42,cycle_chords,cycle_chords,42,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0041_cycle_chords_seed42.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.58908029446172,4.280732078382368,0.6315180471472491,0.16000000000000014,0.30625000000000013,0.0,1.45,0.2041241452319315,0.5651941652604391,40,1.6020599913279625
42,0,g0042_cycle_chords_seed43,cycle_chords,cycle_chords,43,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0042_cycle_chords_seed43.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.479546071366194,5.846558072416361,0.7669002677787176,0.4424242424242424,0.19065656565656575,0.0,1.5,0.3333333333333334,0.4249182927993988,66,1.8195439355418688
43,0,g0043_cycle_chords_seed44,cycle_chords,cycle_chords,44,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0043_cycle_chords_seed44.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.903633080387651,3.157154418105649,0.49929582398633227,0.0904761904761906,0.13640873015873045,0.0,1.4,0.3333333333333334,0.2041241452319315,84,1.9242792860618816
44,0,g0044_cycle_chords_seed45,cycle_chords,cycle_chords,45,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0044_cycle_chords_seed45.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.817662066359851,4.334104341704788,0.6368993625632056,0.1777777777777778,0.1064814814814814,0.0,1.45,0.33333333333333337,0.2041241452319315,81,1.9084850188786497
45,1,g0045_cycle_chords_seed46,cycle_chords,cycle_chords,46,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0045_cycle_chords_seed46.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.917845322433282,3.0483174961156583,0.4840601987666567,0.0,0.22916666666666674,0.0,1.4,0.33333333333333337,0.33333333333333337,60,1.7781512503836436
46,0,g0046_cycle_chords_seed47,cycle_chords,cycle_chords,47,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0046_cycle_chords_seed47.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.64386772401725,4.404688449411846,0.6439151954980521,0.3666666666666667,0.15625,0.0,1.45,0.4249182927993988,0.33333333333333337,72,1.8573324964312685
47,0,g0047_cycle_chords_seed48,cycle_chords,cycle_chords,48,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0047_cycle_chords_seed48.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.649567421220649,4.705140759790786,0.6725726203851667,0.3058823529411765,0.17401960784313708,0.0,1.45,0.33333333333333337,0.33333333333333337,68,1.8325089127062364
48,0,g0048_cycle_chords_seed49,cycle_chords,cycle_chords,49,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0048_cycle_chords_seed49.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.3906963739165,4.658898220909043,0.6682832228799884,0.09333333333333327,0.1493055555555558,0.0,1.4,0.3333333333333334,0.2041241452319315,60,1.7781512503836436
49,0,g0049_cycle_chords_seed50,cycle_chords,cycle_chords,50,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0049_cycle_chords_seed50.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.874806160716515,3.554593506133484,0.5507899431425836,0.2028985507246377,0.2246376811594204,0.0,1.4,0.2041241452319315,0.4249182927993988,69,1.8388490907372552
50,0,g0050_cycle_chords_seed51,cycle_chords,cycle_chords,51,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0050_cycle_chords_seed51.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.001563249684319,3.6196609618333735,0.5586678939308208,0.19999999999999996,0.1666666666666663,0.0,1.4,0.2041241452319315,0.33333333333333337,72,1.8573324964312685
51,0,g0051_cycle_chords_seed52,cycle_chords,cycle_chords,52,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0051_cycle_chords_seed52.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.96451662371844,3.5462923914582496,0.5497745402783847,0.125,0.19010416666666674,0.0,1.4,0.33333333333333337,0.33333333333333337,64,1.806179973983887
52,0,g0052_cycle_chords_seed53,cycle_chords,cycle_chords,53,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0052_cycle_chords_seed53.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.581529155318492,4.732164447905577,0.6750598284277856,0.3764705882352941,0.20036764705882382,0.0,1.45,0.33333333333333337,0.4249182927993988,68,1.8325089127062364
53,0,g0053_cycle_chords_seed54,cycle_chords,cycle_chords,54,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0053_cycle_chords_seed54.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.765112323006367,4.226436804818476,0.6259743796351518,0.37948717948717947,0.14850427350427342,0.0,1.45,0.33333333333333337,0.33333333333333337,78,1.8920946026904804
54,0,g0054_cycle_chords_seed55,cycle_chords,cycle_chords,55,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0054_cycle_chords_seed55.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.723796656636958,3.750485417537047,0.5740874811982657,0.1610389610389611,0.1737012987012987,0.0,1.4,0.33333333333333337,0.33333333333333337,77,1.8864907251724818
55,0,g0055_cycle_chords_seed56,cycle_chords,cycle_chords,56,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0055_cycle_chords_seed56.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.448531470442726,3.8955823383933033,0.5905723881823397,0.15686274509803932,0.22957516339869288,0.0,1.45,0.2041241452319315,0.33333333333333337,51,1.7075701760979363
56,0,g0056_cycle_chords_seed57,cycle_chords,cycle_chords,57,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0056_cycle_chords_seed57.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.451185151833252,4.296900457063675,0.6331552928394295,0.18113207547169807,0.2216981132075473,0.0,1.45,0.2041241452319315,0.33333333333333337,53,1.7242758696007892
57,0,g0057_cycle_chords_seed58,cycle_chords,cycle_chords,58,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0057_cycle_chords_seed58.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.753905634267369,9.030922514646763,0.9557321160451663,0.46250000000000013,0.22265625,0.0,1.6,0.4249182927993988,0.5,64,1.806179973983887
58,0,g0058_cycle_chords_seed59,cycle_chords,cycle_chords,59,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0058_cycle_chords_seed59.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.990210573236356,3.6858566993276374,0.5665384464823385,0.26,0.15416666666666679,0.0,1.45,0.33333333333333337,0.33333333333333337,80,1.9030899869919435
59,0,g0059_cycle_chords_seed60,cycle_chords,cycle_chords,60,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0059_cycle_chords_seed60.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.83042903582705,3.4832253515820524,0.5419815725870415,0.1384615384615384,0.12767094017094016,0.0,1.4,0.2041241452319315,0.2041241452319315,78,1.8920946026904804
60,0,g0060_cycle_chords_seed61,cycle_chords,cycle_chords,61,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0060_cycle_chords_seed61.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.929885184895765,5.807714269233529,0.7640052415853413,0.22089552238805976,0.20646766169154263,0.0,1.45,0.33333333333333337,0.4249182927993988,67,1.8260748027008264
61,0,g0061_cycle_chords_seed62,cycle_chords,cycle_chords,62,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0061_cycle_chords_seed62.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.899691020503168,4.584701465688618,0.661311061701752,0.288888888888889,0.1655092592592593,0.0,1.4,0.4249182927993988,0.33333333333333337,72,1.8573324964312685
62,0,g0062_cycle_chords_seed63,cycle_chords,cycle_chords,63,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0062_cycle_chords_seed63.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.626722560994635,5.23220432110314,0.7186846951394174,0.40000000000000013,0.15393518518518512,0.0,1.45,0.4249182927993988,0.33333333333333337,72,1.8573324964312685
