topology_id,topology_name,family,physical_topology_name,mask_name,input_mask_name,edge_json,input_mask_json,n_nodes,n_edges,n_context,z_dim,p,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,support_fraction,support_min,support_mean,support_max,rank_mass_min,rank_mass_mean,rank_mass_max,rank_mass_gini,rank_dim_mass_min,rank_dim_mass_mean,rank_dim_mass_max,rank_dim_mass_gini,rank_nonzero_fraction,rank_weight_entropy,rank_weight_effective_entries,rooted_polytope_n_roots,rooted_polytope_common_rank_total,rooted_polytope_common_rank_mean,rooted_polytope_common_rank_max,rooted_polytope_supported_branch_dim_fraction,rooted_polytope_branch_root_support_min,rooted_polytope_branch_root_support_mean,rooted_polytope_branch_root_support_max,rooted_polytope_branch_root_support_gini,rooted_polytope_branch_best_rank_min,rooted_polytope_branch_best_rank_mean,rooted_polytope_branch_best_rank_max,rooted_polytope_branch_best_rank_gini,rooted_polytope_root_rank_mass_min,rooted_polytope_root_rank_mass_mean,rooted_polytope_root_rank_mass_max,rooted_polytope_root_rank_mass_gini,rooted_polytope_root_rank_mass_effective,oracle_test_accuracy,oracle_test_margin_mean,oracle_test_margin_p10,oracle_test_margin_finite_fraction,rank_weighted_oracle_test_accuracy,rank_weighted_oracle_test_margin_mean,rank_weighted_oracle_test_margin_p10,rank_weighted_oracle_test_margin_finite_fraction,linear_test_accuracy,linear_test_margin_mean,linear_test_margin_p10,linear_test_margin_finite_fraction,rank_weighted_linear_test_accuracy,rank_weighted_linear_test_margin_mean,rank_weighted_linear_test_margin_p10,rank_weighted_linear_test_margin_finite_fraction,linear_weight_norm,weighted_linear_weight_norm,tropical_feature_trials,tropical_feature_mode,tropical_projection_radius,tropical_edge_bias_scale,tropical_linear_train_accuracy_mean,tropical_linear_train_accuracy_max,tropical_linear_train_accuracy_std,tropical_linear_test_accuracy_mean,tropical_linear_test_accuracy_max,tropical_linear_test_accuracy_std,tropical_linear_test_margin_p10_mean,tropical_linear_test_margin_p10_max,tropical_linear_test_margin_p10_std,tropical_root_feature_effective_rank_mean,tropical_root_feature_effective_rank_max,tropical_root_feature_effective_rank_std,tropical_root_feature_variance_mean,tropical_root_feature_variance_max,tropical_root_feature_variance_std,normal_fan_trials,normal_fan_branch_root_nmi_mean,normal_fan_branch_root_nmi_max,normal_fan_branch_root_nmi_std,normal_fan_branch_tree_nmi_mean,normal_fan_branch_tree_nmi_max,normal_fan_branch_tree_nmi_std,normal_fan_active_root_count_mean,normal_fan_active_root_count_max,normal_fan_active_root_count_std,normal_fan_active_tree_count_mean,normal_fan_active_tree_count_max,normal_fan_active_tree_count_std,normal_fan_branch_active_tree_count_min_mean,normal_fan_branch_active_tree_count_min_max,normal_fan_branch_active_tree_count_min_std,gamma_star_proxy_trials,gamma_star_projection_radius,gamma_star_decoder_radius,gamma_star_edge_bias_radius,gamma_star_mode,gamma_star_selected_trial,gamma_star_selected_train_branch_margin_p10_min,gamma_star_selected_train_branch_margin_mean_min,gamma_star_selected_test_branch_margin_p10_min,gamma_star_selected_test_branch_margin_mean_min,gamma_star_selected_test_sample_margin_min,gamma_star_selected_test_accuracy,gamma_star_selected_projection_norm,gamma_star_selected_decoder_norm,gamma_star_train_branch_margin_p10_min_mean,gamma_star_train_branch_margin_p10_min_max,gamma_star_train_branch_margin_p10_min_std,gamma_star_test_branch_margin_p10_min_mean,gamma_star_test_branch_margin_p10_min_max,gamma_star_test_branch_margin_p10_min_std,gamma_star_test_branch_margin_mean_min_mean,gamma_star_test_branch_margin_mean_min_max,gamma_star_test_branch_margin_mean_min_std,gamma_star_test_accuracy_mean,gamma_star_test_accuracy_max,gamma_star_test_accuracy_std,gamma_star_projection_norm_mean,gamma_star_projection_norm_max,gamma_star_projection_norm_std,gamma_star_decoder_norm_mean,gamma_star_decoder_norm_max,gamma_star_decoder_norm_std,gamma_star_opt_available,gamma_star_opt_restarts,gamma_star_opt_steps,gamma_star_opt_learning_rate,gamma_star_opt_projection_radius,gamma_star_opt_decoder_radius,gamma_star_opt_edge_bias_radius,gamma_star_opt_mode,gamma_star_opt_branch_softmin_temperature,gamma_star_opt_incorrect_temperature,gamma_star_opt_selected_restart,gamma_star_opt_selected_train_branch_margin_p10_min,gamma_star_opt_selected_train_branch_margin_mean_min,gamma_star_opt_selected_test_branch_margin_p10_min,gamma_star_opt_selected_test_branch_margin_mean_min,gamma_star_opt_selected_test_sample_margin_min,gamma_star_opt_selected_test_accuracy,gamma_star_opt_selected_projection_norm,gamma_star_opt_selected_decoder_norm,gamma_star_opt_selected_edge_bias_norm,gamma_star_opt_train_branch_margin_p10_min_mean,gamma_star_opt_train_branch_margin_p10_min_max,gamma_star_opt_train_branch_margin_p10_min_std,gamma_star_opt_test_branch_margin_p10_min_mean,gamma_star_opt_test_branch_margin_p10_min_max,gamma_star_opt_test_branch_margin_p10_min_std,gamma_star_opt_test_branch_margin_mean_min_mean,gamma_star_opt_test_branch_margin_mean_min_max,gamma_star_opt_test_branch_margin_mean_min_std,gamma_star_opt_test_accuracy_mean,gamma_star_opt_test_accuracy_max,gamma_star_opt_test_accuracy_std,gamma_star_opt_projection_norm_mean,gamma_star_opt_projection_norm_max,gamma_star_opt_projection_norm_std,gamma_star_opt_decoder_norm_mean,gamma_star_opt_decoder_norm_max,gamma_star_opt_decoder_norm_std,gamma_star_opt_edge_bias_norm_mean,gamma_star_opt_edge_bias_norm_max,gamma_star_opt_edge_bias_norm_std
degrewire0013_baseg0354_degree_balanced_seed9_seed15,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed15,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed15,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0013_seed15.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.4213541666666667,0.49583333333333335,0.040794917090449724,0.4302083333333333,0.5083333333333333,0.043037350541903316,-0.10289114992820181,-0.039237023896402115,0.04242528443384101,2.928281504065869,3.459972883073993,0.42440702708539746,0.0519416396160943,0.07205977564061174,0.013357325093009062,8,0.02129614117602231,0.03538278358868786,0.005861779432530568,0.15076296073318615,0.22176220229924773,0.03129216683598131,5.0,5.0,0.0,48.0,54.0,4.0,27.0,31.0,2.449489742783178,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0014_baseg0354_degree_balanced_seed9_seed16,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed16,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed16,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0014_seed16.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.4145833333333333,0.44583333333333336,0.028412878535387213,0.39739583333333334,0.4625,0.03703048082886134,-0.09774656019083658,-0.07532710418978744,0.01942948174742023,2.825521961695413,3.507375264956798,0.4887141925739232,0.04894218611662355,0.06644066907304151,0.010095893865175764,8,0.017323095949483697,0.03220556255936369,0.006639548088459705,0.15482644524742128,0.20044872627626903,0.020932068642046216,5.0,5.0,0.0,50.375,57.0,3.637908052713812,27.625,31.0,2.341874249399399,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0015_baseg0354_degree_balanced_seed9_seed17,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed17,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed17,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0015_seed17.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.43385416666666665,0.4708333333333333,0.03451282345214441,0.42291666666666666,0.44583333333333336,0.0157288217401474,-0.09694587625654075,-0.07139098419350785,0.035665126605824264,2.832799562303431,3.6298186513879993,0.4999586881356268,0.04722846347850232,0.06167578605592484,0.007674687100268248,8,0.0172811081655014,0.03674694262046898,0.010731752262967116,0.15206118294645443,0.1987801899963622,0.02387083124566652,5.0,5.0,0.0,48.625,52.0,2.341874249399399,25.875,29.0,2.9341736485763756,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0016_baseg0354_degree_balanced_seed9_seed18,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed18,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed18,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0016_seed18.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.42083333333333334,0.45,0.025344843876242577,0.3979166666666667,0.43333333333333335,0.026841872347344007,-0.0928589215286119,-0.04438856237222715,0.0543047983957146,2.8790163651185368,3.5620279068467346,0.4095449260384596,0.03817279509915684,0.048432667945908794,0.0064049743996920944,8,0.016848174596207494,0.025807019514973408,0.004829384719544176,0.15162214913612407,0.18840469325177298,0.02629737711252926,5.0,5.0,0.0,51.75,57.0,3.152380053229623,27.875,30.0,2.1469455046647083,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0017_baseg0354_degree_balanced_seed9_seed21,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed21,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed21,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0017_seed21.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.4151041666666667,0.45416666666666666,0.02840810446519718,0.415625,0.4625,0.04529753105241437,-0.09701582247407792,-0.053555174352959437,0.03563041615529605,3.0869220541112905,3.551902445858791,0.5166625511145018,0.044511659922804134,0.0638303725946873,0.01121979370301268,8,0.017489604251639784,0.03121916032957181,0.007956516549830258,0.15684424844975287,0.2183474108454246,0.024982899436750465,5.0,5.0,0.0,52.5,56.0,1.9364916731037085,27.75,30.0,1.3919410907075054,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0018_baseg0354_degree_balanced_seed9_seed22,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed22,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed22,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0018_seed22.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.42708333333333337,0.4708333333333333,0.025344843876242577,0.4369791666666667,0.4791666666666667,0.03700116716439871,-0.09184043631285324,-0.056643862075002605,0.02498996512783152,3.116352784886617,3.4161001761525753,0.2709502815023003,0.041179628683547104,0.05767529056933481,0.007965162149958696,8,0.017287031186278005,0.03363326369598441,0.011809267540345449,0.1465538544744735,0.20235136271841195,0.025540259383450024,5.0,5.0,0.0,46.625,51.0,2.595067436503337,25.375,28.0,1.79843682124227,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0019_baseg0354_degree_balanced_seed9_seed24,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed24,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed24,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0019_seed24.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.44166666666666665,0.4625,0.015309310892394868,0.42812500000000003,0.4666666666666667,0.0213223848858945,-0.09014065010807343,-0.024577766815742884,0.027804640169687582,3.0335425706740735,3.474708320605399,0.31154489835743604,0.03815265480008698,0.05181962061755789,0.008813570668336735,8,0.024393569525457216,0.04639476983446789,0.012539782014228826,0.15620054102823816,0.21473034212692668,0.029751765306578762,5.0,5.0,0.0,49.625,54.0,3.9350190596742984,26.75,31.0,2.680951323690902,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0020_baseg0354_degree_balanced_seed9_seed25,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed25,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed25,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0020_seed25.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.4276041666666667,0.5083333333333333,0.044728031347181424,0.4390625,0.5291666666666667,0.044776523603024636,-0.09846338903016591,-0.03275582669893846,0.04413858810641065,3.1229699477485253,3.6747355379768756,0.344807282977688,0.0476449491415156,0.06476909895915266,0.011230263063757892,8,0.021060968872302632,0.032087591412417765,0.0063984130530484636,0.14497180559343092,0.20451172865567152,0.03281873181818908,5.0,5.0,0.0,47.625,54.0,3.637908052713812,26.625,30.0,2.117634293262177,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0021_baseg0354_degree_balanced_seed9_seed26,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed26,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed26,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0021_seed26.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.43333333333333335,0.4791666666666667,0.03274215342812857,0.4244791666666667,0.4583333333333333,0.031141304018493222,-0.10101703318322512,-0.05068893878425007,0.026736649536296238,2.9834433072823794,3.462093667289357,0.47559737493148485,0.046209482781120664,0.060588431990757696,0.009589949351461997,8,0.019412862808577225,0.034043788394088864,0.008916224069416693,0.1522973785243572,0.1995828844298627,0.02209904629526467,5.0,5.0,0.0,47.0,52.0,2.449489742783178,25.375,29.0,1.996089927833914,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degrewire0022_baseg0354_degree_balanced_seed9_seed27,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed27,degree_rewire_exact_degree,degree_rewire_n5_m12_base_g0354_degree_balanced_seed9_seed27,,full,/home/aadarwal/repos/topology/ICL/results/next_phase_stats/degree_rewire_normal_fan_n5_m12_N3_D2/topologies/degrewire0022_seed27.json,,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,30.0,33.6,36.0,0.04285714285714293,4.980647400358517,1.0,2.1967204135217617,0.19294445897590543,1.0,1.0,2.1967204135217617,0.19294445897590543,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.8833333333333333,0.3089403847236692,-0.013974273962525124,1.0,0.30012228787256734,0.30012228787256734,8,logsumexp,1.0,0.0,0.43229166666666663,0.4875,0.03800299238948896,0.42604166666666665,0.4708333333333333,0.032459242606006,-0.10675257275352584,-0.0558149153842091,0.052948117562604285,3.0459157846764526,3.5989125074892234,0.5127511132418968,0.047641051778265074,0.07303638079677098,0.01304859725359475,8,0.02101553450605424,0.038805016748496075,0.01319455983487031,0.14605069332252374,0.20530188993817608,0.02481227547470289,5.0,5.0,0.0,44.375,46.0,1.7275343701356567,24.0,27.0,1.8708286933869707,0,1.0,1.0,0.0,logsumexp,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,200,0.03,1.0,1.0,0.0,logsumexp,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
